"COURSE"	"FACULTY"	"SCHOOL"	"CLOS"
"2861"	"MAOR217"	"Faculty of Humanities & Soc Sc"	"Te Kawa a Maui"	"1-critique the current theorising, concepts and issues on the human settlement of Polynesia and Aotearoa/New Zealand, 2-explain the development of Māori culture and society in pre-European Aotearoa/New Zealand, 3-identify and assess the appropriateness of the different types of evidence associated with interpreting the pre-European past in Aotearoa/New Zealand, and, 4-apply various traditional techniques used in the production of pre-European Māori material technology."
"2862"	"MAOR221"	"Faculty of Humanities & Soc Sc"	"Te Kawa a Maui"	"1-te whakapuaki (ā-waha, ā-tuhituhi hoki) i ō whakaaro ki tētehi kaupapa kua rangahaua e koe, 2-te tū ki te kōrero i mua i te tangata, kia tau, kia māia te tū, kia tika te whakahua, kia rere pai te reo ā-waha, 3-te pānui me te whakarongo ki te kōrero a tangata kē atu kia whai māramatanga, 4-te whakaatu atu i tō mātau ki ngā tikanga tuhituhi a Te Kawa a Māui, 5-tētahi tuhinga te whakamāori, te whakapākehā rānei, e mau tonu ai te taumata o te reo, me ngā āhuatanga ōkawa/ōpaki o te tuhinga tūturu, 6-ngā āhuatanga reo i ākona i te karaihe te whakamahi, kia tika te whakamahinga, kia Māori ai te whakaaro, 7-te kimi me te whakatika i ngā momo hē o te reo e kitea ana, e rangona ana."
"2863"	"MAOR222"	"Faculty of Humanities & Soc Sc"	"Te Kawa a Maui"	"1-summarise the history of the Māori language as understood by Māori worldviews;_x000D_
&nbsp;, 2-critique global influences and processes contributing to language shift, language maintenance and loss;_x000D_
&nbsp;, 3-critique Māori and government activities in Māori language planning and policy;_x000D_
&nbsp;, 4-evaluate the linguistic landscape of the community they live and work in;_x000D_
&nbsp;, 5-theorise about future issues for te reo Māori_x000D_
&nbsp;"
"2864"	"MAOR300"	"Faculty of Humanities & Soc Sc"	"Te Kawa a Maui"	""
"2865"	"MAOR301"	"Faculty of Humanities & Soc Sc"	"Te Kawa a Maui"	"1-explain at least two legislative documents relating to the use or control of Māori resources, 2-explain six Māori concepts relating to the environment, 3-contrast competing definitions of resource management, 4-analyse the role that Māori have played in the retention and return or development of Māori resources, and, 5-explore how spatial / map-based presentation of information contributes to understanding and analysis of Māori resource management issues."
"2866"	"MAOR302"	"Faculty of Humanities & Soc Sc"	"Te Kawa a Maui"	"1-recall and understand ways that Māori, Alaska Native and Native American knowledge is constructed (or deconstructed / reconstructed) to understand and appreciate cross-cultural boundary work, 2-understand and give examples of the philosophical ideologies (assumptions, values) that shape &lsquo;science&rsquo; as constituted in the &lsquo;West&rsquo; compared to &lsquo;science&rsquo; constructed by Indigenous peoples, 3-understand and describe how processes of knowing, &lsquo;being and doing&rsquo; shape (especially) Māori, Alaska Native, Native American and Western knowledge systems, and appreciate the challenges and consequences of considering whose knowledge is &lsquo;valid&rsquo; in the practical context of cultural mapping, 4-learn, communicate and apply appropriate strategies and critical frameworks to a range of issues at the interface between (especially) Māori, Alaska Native and Native American and Western knowledges, and, 5-analyse and deconstruct given case studies, particularly Māori, Alaska Native and Native American, according to critical frameworks and theories introduced in the course."
"2867"	"MAOR308"	"Faculty of Humanities & Soc Sc"	"Te Kawa a Maui"	"1-Summarise, utilise and critique key theoretical perspectives of Māori media, 2-Summarise and evaluate the historical context surrounding contemporary Māori media, 3-Construct an argument about the key characteristics of Māori media that draw on skills in reading, analysis, writing and discussion appropriate to a 300-level University course."
"2868"	"MAOR311"	"Faculty of Humanities & Soc Sc"	"Te Kawa a Maui"	"1-te āta raupapa (ā waha, ā tuhituhi hoki) ō whakaaro ki tētehi kaupapa kua rangahaua e koe, 2-te tū ki te kōrero i mua i te tangata, kia tau, kia māia te tū, kia tika te whakahua, kia rere pai te reo ā waha, 3-te whakarongo ki te kōrero a tangata kē atu kia whai māramatanga, kia whakawhitiwhiti kōrero, 4-te whakaatu atu tō mātau ki ngā tikanga tuhituhi a Te Kawa a Māui, 5-tētahi tuhinga auaha te whakamāori, te whakapākehā rānei e mau tonu ai te taumata o te reo, me ngā āhuatanga ōkawa/ōpaki o te tuhinga tūturu, 6-te kimi me te whakatika ngā momo hē o te reo e whakaakona ana i te karaihe. Ka kore hoki ēnei tū hē e kitea i āu tuhinga/kōrero ake"
"2869"	"MAOR313"	"Faculty of Humanities & Soc Sc"	"Te Kawa a Maui"	"1-analyse the place of traditional Māori concepts in contemporary Māori and New Zealand society today, 2-interrogate a range of Māori concepts and interpret them in terms of Māori meaning systems, 3-interpret Māori values and customs using a Māori conceptual framework, 4-evaluate and critically analyse the source material for the course, 5-demonstrate improved reading, comprehension and oral discussion skills within the framework of Māori discussion, and, 6-identify a range of the fundamental concepts, values and meaning systems of Māori society."
"2870"	"MAOR316"	"Faculty of Humanities & Soc Sc"	"Te Kawa a Maui"	"1-differentiate Māori politics from non-Māori politics, 2-identify political theories that impact on Māori in contemporary political debates, 3-compare Māori politics with that of other Indigenous peoples, 4-evaluate which forms of political arrangements and forms of development might better support Māori political rights, and, 5-demonstrate an ability to articulate their own ideas relating to Māori politics in a scholarly manner in written and oral forms."
"2871"	"MAOR317"	"Faculty of Humanities & Soc Sc"	"Te Kawa a Maui"	""
"2872"	"MAOR321"	"Faculty of Humanities & Soc Sc"	"Te Kawa a Maui"	"1-ka taea te whakarite me te whakatīnana i te karanga, i te whaikōrero rānei kia eke ki te taumata e tika ana, kia hāngai hoki ki ngā tikanga ka wānangahia ki te karaihe, 2-ka mātau ki te tuhituhi / kōrero i te reo Māori e eke ai te kounga ki tō te taumata tau tuatoru i te whare wānanga, 3-ka wānanga, ka rangahau hoki i ngā mahi tito reo a tangata kē atu, ka whakaritea ai he kōrero e hāngai ana ki aua titonga reo, e whakamahuki mai ana i ōna tini āhuatanga, 4-ka mātau ki ngā tikanga tuhituhi a Te Kawa a Māui."
"2873"	"MAOR322"	"Faculty of Humanities & Soc Sc"	"Te Kawa a Maui"	"1-ētahi rerenga Māori te āta tātari, kia kitea ai ngā wāhanga matua, me te tohu mai i te momo me te mahi a tēnā a tēnā wāhanga, 2-ētahi kupu wetereo matua te whakamahi kia tika hei whakaāhua i tētahi rerenga kōrero, 3-ētahi kōrero wetereo mō te reo Māori te pānui, te arotake hoki, 4-ētahi momo kupu Māori te tātari, 5-te kuhu ki ētahi wānanga wetereo mō ngā kaupapa kua kōrerohia i te karaihe."
"2874"	"MAOR400"	"Faculty of Humanities & Soc Sc"	"Te Kawa a Maui"	""
"2875"	"MAOR406"	"Faculty of Humanities & Soc Sc"	"Te Kawa a Maui"	"1-te mārama ki te hōhonutanga o ngā kōrero a ngā tohunga o mua, 2-te kite i te rerekē o ngā tohunga o nehe me ō nāianei, 3-te matatau ki ngā kōrero tuhituhi o mua, 4-te whakatakoto tika i ētahi kōrero i whāia atu ko te tauira i ngā tuhituhinga ka pānuitia, 5-ka takoto he rangahautanga nui mai ngā tuhituhinga, 6-ka waihangahia he kōrero whakanikoniko"
"2876"	"MAOR408"	"Faculty of Humanities & Soc Sc"	"Te Kawa a Maui"	"1-discuss methodological developments, within different disciplines, which influence scholarship in the field of Māori Studies, 2-access, critique and summarise appropriate literature, 3-prepare a research question/thesis/hypothesis, 4-assess and express any ethical implications of their research in a VUW Human Ethics Committee application, 5-analyse how ideas and methods within kaupapa Māori research influence their research, 6-design a research project, and, 7-clearly communicate their research through discussion and oral presentation."
"2877"	"MAOR410"	"Faculty of Humanities & Soc Sc"	"Te Kawa a Maui"	"1-design a research project alongside their supervisor and iwi mentor, 2-demonstrate the ability to interpret information from a range of sources, 3-analyse how ideas and methods within Kaupapa Māori research influence their research topics, 4-demonstrate the ability to synthesise and present information, and, 5-where appropriate, analyse the relationships between iwi organisations, local government and central government, and assess which development and governance models suit different iwi organisations."
"2878"	"MAOR410"	"Faculty of Humanities & Soc Sc"	"Te Kawa a Maui"	"1-design a research project alongside their supervisor and iwi mentor, 2-demonstrate the ability to interpret information from a range of sources, 3-analyse how ideas and methods within Kaupapa Māori research influence their research topics, 4-demonstrate the ability to synthesise and present information, and, 5-where appropriate, analyse the relationships between iwi organisations, local government and central government, and assess which development and governance models suit different iwi organisations."
"2879"	"MAOR410"	"Faculty of Humanities & Soc Sc"	"Te Kawa a Maui"	"1-design a research project alongside their supervisor and iwi mentor, 2-demonstrate the ability to interpret information from a range of sources, 3-analyse how ideas and methods within Kaupapa Māori research influence their research topics, 4-demonstrate the ability to synthesise and present information, and, 5-where appropriate, analyse the relationships between iwi organisations, local government and central government, and assess which development and governance models suit different iwi organisations."
"2880"	"MAOR410"	"Faculty of Humanities & Soc Sc"	"Te Kawa a Maui"	"1-design a research project alongside their supervisor and iwi mentor, 2-demonstrate the ability to interpret information from a range of sources, 3-analyse how ideas and methods within Kaupapa Māori research influence their research topics, 4-demonstrate the ability to synthesise and present information, and, 5-where appropriate, analyse the relationships between iwi organisations, local government and central government, and assess which development and governance models suit different iwi organisations."
"2881"	"MAOR411"	"Faculty of Humanities & Soc Sc"	"Te Kawa a Maui"	"1-identify contemporary issues faced by Māori, 2-critically analyse and discuss (both orally and in writing) government and Māori policies and identify whether or not they comply with Treaty obligations, and satisfy tikanga applicable in contemporary Māori society, 3-discuss (both orally and in writing) ways in which Māori/iwi/hapū contribute to policy development, and/or employ other mechanisms to address contemporary Māori issues, and, 4-envisage ways in which tikanga and Māori concepts can be used to address contemporary issues."
"2882"	"MAOR413"	"Faculty of Humanities & Soc Sc"	"Te Kawa a Maui"	"1-Gain an understanding of the issues involved in working with Indigenous people in a public sector agency, private establishment or non-governmental organisation that primarily serves Indigenous communities, 2-Reflect critically on both the applied and intellectual dimensions of the work experience, 3-Articulate and assess in writing and oral presentation the coherence or lack thereof between theoretical knowledge in Indigenous Studies and the practices of policy-making, policy-analysis and/or service delivery."
"2883"	"MAOR413"	"Faculty of Humanities & Soc Sc"	"Te Kawa a Maui"	"1-Gain an understanding of the issues involved in working with Indigenous people in a public sector agency, private establishment or non-governmental organisation that primarily serves Indigenous communities, 2-Reflect critically on both the applied and intellectual dimensions of the work experience, 3-Articulate and assess in writing and oral presentation the coherence or lack thereof between theoretical knowledge in Indigenous Studies and the practices of policy-making, policy-analysis and/or service delivery."
"2884"	"MAOR489"	"Faculty of Humanities & Soc Sc"	"Te Kawa a Maui"	"1-plan and execute&nbsp;a programme of reading, research and writing leading to the completion of a research project, 2-undertake a programme of academic reading relevant to their topic and show skill in locating relevant literature, 3-write a critical analysis of the relevant academic literature, 4-if appropriate to the topic, locate and undertake research into relevant primary sources of data, and demonstrate a capacity to analyse and/or select relevant material from such data, 5-acquire through their reading and research an understanding of their topic appropriate to a 400-level course, 6-develop the capacity to communicate their research findings in an appropriate academic style through the written, and where required, spoken medium, 7-develop a scholarly understanding of the requirements of academic referencing, and, 8-make a contribution to academic understanding of the chosen field."
"2885"	"MAOR489"	"Faculty of Humanities & Soc Sc"	"Te Kawa a Maui"	"1-plan and execute&nbsp;a programme of reading, research and writing leading to the completion of a research project, 2-undertake a programme of academic reading relevant to their topic and show skill in locating relevant literature, 3-write a critical analysis of the relevant academic literature, 4-if appropriate to the topic, locate and undertake research into relevant primary sources of data, and demonstrate a capacity to analyse and/or select relevant material from such data, 5-acquire through their reading and research an understanding of their topic appropriate to a 400-level course, 6-develop the capacity to communicate their research findings in an appropriate academic style through the written, and where required, spoken medium, 7-develop a scholarly understanding of the requirements of academic referencing, and, 8-make a contribution to academic understanding of the chosen field."
"2886"	"MAOR489"	"Faculty of Humanities & Soc Sc"	"Te Kawa a Maui"	"1-plan and execute&nbsp;a programme of reading, research and writing leading to the completion of a research project, 2-undertake a programme of academic reading relevant to their topic and show skill in locating relevant literature, 3-write a critical analysis of the relevant academic literature, 4-if appropriate to the topic, locate and undertake research into relevant primary sources of data, and demonstrate a capacity to analyse and/or select relevant material from such data, 5-acquire through their reading and research an understanding of their topic appropriate to a 400-level course, 6-develop the capacity to communicate their research findings in an appropriate academic style through the written, and where required, spoken medium, 7-develop a scholarly understanding of the requirements of academic referencing, and, 8-make a contribution to academic understanding of the chosen field."
"2887"	"MAOR489"	"Faculty of Humanities & Soc Sc"	"Te Kawa a Maui"	"1-plan and execute&nbsp;a programme of reading, research and writing leading to the completion of a research project, 2-undertake a programme of academic reading relevant to their topic and show skill in locating relevant literature, 3-write a critical analysis of the relevant academic literature, 4-if appropriate to the topic, locate and undertake research into relevant primary sources of data, and demonstrate a capacity to analyse and/or select relevant material from such data, 5-acquire through their reading and research an understanding of their topic appropriate to a 400-level course, 6-develop the capacity to communicate their research findings in an appropriate academic style through the written, and where required, spoken medium, 7-develop a scholarly understanding of the requirements of academic referencing, and, 8-make a contribution to academic understanding of the chosen field."
"2888"	"MAOR489"	"Faculty of Humanities & Soc Sc"	"Te Kawa a Maui"	"1-plan and execute&nbsp;a programme of reading, research and writing leading to the completion of a research project, 2-undertake a programme of academic reading relevant to their topic and show skill in locating relevant literature, 3-write a critical analysis of the relevant academic literature, 4-if appropriate to the topic, locate and undertake research into relevant primary sources of data, and demonstrate a capacity to analyse and/or select relevant material from such data, 5-acquire through their reading and research an understanding of their topic appropriate to a 400-level course, 6-develop the capacity to communicate their research findings in an appropriate academic style through the written, and where required, spoken medium, 7-develop a scholarly understanding of the requirements of academic referencing, and, 8-make a contribution to academic understanding of the chosen field."
"2889"	"MAOR501"	"Faculty of Humanities & Soc Sc"	"Te Kawa a Maui"	"1-Describe the interconnection between Indigenous rights and the international state-based system., 2-Critically compare and contrast Indigenous contexts., 3-Analyse Indigenous political issues., 4-Evaluate and assess Indigenous policy and governance models."
"2890"	"MAOR510"	"Faculty of Humanities & Soc Sc"	"Te Kawa a Maui"	"1-demonstrate a clear understanding of the activities of particular iwi organisations, 2-demonstrate a clear understanding of the relationship between the central issues relevant to the iwi organisation they worked with and a broader political, social and economic context, 3-demonstrate a clear understanding of the different legal roles of iwi organisations, local government and the Crown, 4-demonstrate a clear understanding of diverse models of development, governance and leadership, and, 5-communicate their own ideas and research in a scholarly manner in written and oral forms."
"2891"	"MAOR510"	"Faculty of Humanities & Soc Sc"	"Te Kawa a Maui"	"1-demonstrate a clear understanding of the activities of particular iwi organisations, 2-demonstrate a clear understanding of the relationship between the central issues relevant to the iwi organisation they worked with and a broader political, social and economic context, 3-demonstrate a clear understanding of the different legal roles of iwi organisations, local government and the Crown, 4-demonstrate a clear understanding of diverse models of development, governance and leadership, and, 5-communicate their own ideas and research in a scholarly manner in written and oral forms."
"2892"	"MAOR511"	"Faculty of Humanities & Soc Sc"	"Te Kawa a Maui"	""
"2893"	"MAOR512"	"Faculty of Humanities & Soc Sc"	"Te Kawa a Maui"	"1-Gain an understanding of the issues involved in working with Indigenous people in a public sector agency, private establishment or non-governmental organisation that primarily serves Indigenous communities, 2-Reflect critically on both the applied and intellectual dimensions of the work experience, 3-Articulate and assess in writing and oral presentation the coherence or lack thereof between theoretical knowledge in Indigenous Studies and the practices of policy-making, policy-analysis and/or service delivery."
"2894"	"MAOR512"	"Faculty of Humanities & Soc Sc"	"Te Kawa a Maui"	"1-Gain an understanding of the issues involved in working with Indigenous people in a public sector agency, private establishment or non-governmental organisation that primarily serves Indigenous communities, 2-Reflect critically on both the applied and intellectual dimensions of the work experience, 3-Articulate and assess in writing and oral presentation the coherence or lack thereof between theoretical knowledge in Indigenous Studies and the practices of policy-making, policy-analysis and/or service delivery."
"2895"	"MAOR521"	"Faculty of Humanities & Soc Sc"	"Te Kawa a Maui"	"1-Develop and present a research proposal on an Indigenous topic._x000D_
&nbsp;, 2-Undertake independent research on an Indigenous topic﻿."
"2896"	"MAOR521"	"Faculty of Humanities & Soc Sc"	"Te Kawa a Maui"	"1-Develop and present a research proposal on an Indigenous topic._x000D_
&nbsp;, 2-Undertake independent research on an Indigenous topic﻿."
"2897"	"MAOR589"	"Faculty of Humanities & Soc Sc"	"Te Kawa a Maui"	"1-plan and execute&nbsp;a programme of reading, research and writing leading to the completion of a research essay, 2-undertake a programme of academic reading relevant to their topic and show skill in locating relevant literature, 3-write a critical analysis of the relevant academic literature, 4-if appropriate to the topic, locate and undertake research into relevant primary sources of data, and demonstrate a capacity to analyse and/or select relevant material from such data, 5-acquire through their reading and research an understanding of their topic appropriate to a 500-level course, 6-develop the capacity to communicate their research findings in an appropriate academic style through the written, and where required, spoken medium, 7-develop a scholarly understanding of the requirements of academic referencing, and, 8-make a contribution to academic understanding of the chosen field."
"2898"	"MAOR589"	"Faculty of Humanities & Soc Sc"	"Te Kawa a Maui"	"1-plan and execute&nbsp;a programme of reading, research and writing leading to the completion of a research essay, 2-undertake a programme of academic reading relevant to their topic and show skill in locating relevant literature, 3-write a critical analysis of the relevant academic literature, 4-if appropriate to the topic, locate and undertake research into relevant primary sources of data, and demonstrate a capacity to analyse and/or select relevant material from such data, 5-acquire through their reading and research an understanding of their topic appropriate to a 500-level course, 6-develop the capacity to communicate their research findings in an appropriate academic style through the written, and where required, spoken medium, 7-develop a scholarly understanding of the requirements of academic referencing, and, 8-make a contribution to academic understanding of the chosen field."
"2899"	"MAOR589"	"Faculty of Humanities & Soc Sc"	"Te Kawa a Maui"	"1-plan and execute&nbsp;a programme of reading, research and writing leading to the completion of a research essay, 2-undertake a programme of academic reading relevant to their topic and show skill in locating relevant literature, 3-write a critical analysis of the relevant academic literature, 4-if appropriate to the topic, locate and undertake research into relevant primary sources of data, and demonstrate a capacity to analyse and/or select relevant material from such data, 5-acquire through their reading and research an understanding of their topic appropriate to a 500-level course, 6-develop the capacity to communicate their research findings in an appropriate academic style through the written, and where required, spoken medium, 7-develop a scholarly understanding of the requirements of academic referencing, and, 8-make a contribution to academic understanding of the chosen field."
"2900"	"MAOR589"	"Faculty of Humanities & Soc Sc"	"Te Kawa a Maui"	"1-plan and execute&nbsp;a programme of reading, research and writing leading to the completion of a research essay, 2-undertake a programme of academic reading relevant to their topic and show skill in locating relevant literature, 3-write a critical analysis of the relevant academic literature, 4-if appropriate to the topic, locate and undertake research into relevant primary sources of data, and demonstrate a capacity to analyse and/or select relevant material from such data, 5-acquire through their reading and research an understanding of their topic appropriate to a 500-level course, 6-develop the capacity to communicate their research findings in an appropriate academic style through the written, and where required, spoken medium, 7-develop a scholarly understanding of the requirements of academic referencing, and, 8-make a contribution to academic understanding of the chosen field."
"2901"	"MAOR589"	"Faculty of Humanities & Soc Sc"	"Te Kawa a Maui"	"1-plan and execute&nbsp;a programme of reading, research and writing leading to the completion of a research essay, 2-undertake a programme of academic reading relevant to their topic and show skill in locating relevant literature, 3-write a critical analysis of the relevant academic literature, 4-if appropriate to the topic, locate and undertake research into relevant primary sources of data, and demonstrate a capacity to analyse and/or select relevant material from such data, 5-acquire through their reading and research an understanding of their topic appropriate to a 500-level course, 6-develop the capacity to communicate their research findings in an appropriate academic style through the written, and where required, spoken medium, 7-develop a scholarly understanding of the requirements of academic referencing, and, 8-make a contribution to academic understanding of the chosen field."
"2902"	"MAOR591"	"Faculty of Humanities & Soc Sc"	"Te Kawa a Maui"	""
"2903"	"MAOR592"	"Faculty of Humanities & Soc Sc"	"Te Kawa a Maui"	""
"2904"	"MAOR595"	"Faculty of Humanities & Soc Sc"	"Te Kawa a Maui"	""
"2905"	"MAOR690"	"Faculty of Humanities & Soc Sc"	"Te Kawa a Maui"	""
"3144"	"MDIA100"	"Faculty of Humanities & Soc Sc"	"English, Film, Theatre, Media"	""
"3145"	"MDIA101"	"Faculty of Humanities & Soc Sc"	"English, Film, Theatre, Media"	"1-Conduct credible close readings of a variety of visual media texts, individually and in groups, 2-use the evidence gathered from textual analysis to construct arguments and support their interpretations of media texts, genres, and narratives;, 3-demonstrate familiarity with theories concerning the practices, functions and effects of mediation, 4-reflect critically on the role of the text in conveying particular ideologies and outlining cultural practices and membership; and, 5-demonstrate competency in the literacies of academic writing and argumentation."
"3146"	"MDIA102"	"Faculty of Humanities & Soc Sc"	"English, Film, Theatre, Media"	"1-Identify and explain some of the functions and potential influences of mass media;, 2-Identify and explain some ways in which media industries are changing in today&rsquo;s digital era;, 3-Recognise and explain how media institutions and different funding regimes shape media production; and, 4-Use methods of analysis important to the study of media."
"3147"	"MDIA103"	"Faculty of Humanities & Soc Sc"	"English, Film, Theatre, Media"	"1-Understand and analyse theories of popular media and contemporary culture., 2-Apply relevant analytical strategies and scholarly writing practices to a range of popular media texts., 3-Use relevant research skills, including use of the library, referencing and presentation of written work., 4-Develop knowledge and methodologies on which to base further work in media studies."
"3148"	"MDIA103"	"Faculty of Humanities & Soc Sc"	"English, Film, Theatre, Media"	"1-Understand and analyse theories of popular media and contemporary culture., 2-Apply relevant analytical strategies and scholarly writing practices to a range of popular media texts., 3-Use relevant research skills, including use of the library, referencing and presentation of written work., 4-Develop knowledge and methodologies on which to base further work in media studies."
"3149"	"MDIA104"	"Faculty of Humanities & Soc Sc"	"English, Film, Theatre, Media"	"1-Define key concepts relevant to the study of social and interactive media, 2-Explain the history of interactivity across historical media forms and contexts, 3-Summarise the advantages and limitations of different forms of social and interactive media, 4-Critically reflect on some of the ways in which social and interactive media have transformed the media landscape and human communication"
"3150"	"MDIA104"	"Faculty of Humanities & Soc Sc"	"English, Film, Theatre, Media"	"1-Define key concepts relevant to the study of social and interactive media, 2-Explain the history of interactivity across historical media forms and contexts, 3-Summarise the advantages and limitations of different forms of social and interactive media, 4-Critically reflect on some of the ways in which social and interactive media have transformed the media landscape and human communication"
"3151"	"MDIA200"	"Faculty of Humanities & Soc Sc"	"English, Film, Theatre, Media"	""
"3152"	"MDIA201"	"Faculty of Humanities & Soc Sc"	"English, Film, Theatre, Media"	"1-Identify and describe the particular industrial, regulatory, policy and technological factors that shape media production in Aotearoa/New Zealand., 2-Discuss the wider social processes which have historically shaped the production and consumption of media in Aotearoa /New Zealand, 3-Discuss the cultural and democratic significance of locally-produced content and the role of Māori and/or Pacific Island media, 4-Source and evaluate relevant documentation/data on selected media institutions."
"3153"	"MDIA202"	"Faculty of Humanities & Soc Sc"	"English, Film, Theatre, Media"	"1-Recognise and apply a range of critical concepts for the analysis of the television medium and its programming. Examples are: &lsquo;broadcast&rsquo;, &#39;multi-platform&#39;, &lsquo;institution,&rsquo; &lsquo;public service&rsquo;, &lsquo;commercialism&rsquo;, &lsquo;genre&rsquo;, and &lsquo;format&#39;;, 2-Explain key phases and developments in the evolution of television from the initial &lsquo;broadcast&rsquo; to the so-called &#39;multi-platform&#39; eras, with reference to either American, British or New Zealand paradigms;, 3-Identify the mix of institutional, industrial, cultural and technological factors shaping television&#39;s forms, aesthetics and programmes in relation to two different TV genres; and, 4-Understand television&#39;s institutional and industrial functions and cultural influences within today&#39;s digital, multi-platform media environment."
"3154"	"MDIA203"	"Faculty of Humanities & Soc Sc"	"English, Film, Theatre, Media"	"1-write about images using appropriate vocabulary and style, and demonstrating attention to the relationship between words and images;, 2-summarise and explain key concepts in the field of Visual Culture;, 3-demonstrate knowledge of the changing historical and social significance of vision and visuality as described in literature in the field of Visual Culture;, 4-apply theory and concepts from the field of Visual Culture to interpret and critically reflect on a variety of visual texts and objects."
"3155"	"MDIA204"	"Faculty of Humanities & Soc Sc"	"English, Film, Theatre, Media"	""
"3156"	"MDIA205"	"Faculty of Humanities & Soc Sc"	"English, Film, Theatre, Media"	"1-Summarise and explain key concepts and debates in popular music studies., 2-Critically analyse, evaluate, and apply academic research on popular music., 3-Compare and contrast academic approaches used in the study of popular music"
"3157"	"MDIA205"	"Faculty of Humanities & Soc Sc"	"English, Film, Theatre, Media"	"1-Summarise and explain key concepts and debates in popular music studies., 2-Critically analyse, evaluate, and apply academic research on popular music., 3-Compare and contrast academic approaches used in the study of popular music"
"3158"	"MDIA206"	"Faculty of Humanities & Soc Sc"	"English, Film, Theatre, Media"	"1-Explain how digital media and the internet shape human interaction﻿s, behaviours, attitudes, beliefs, communication and other social practices._x000D_
&nbsp;, 2-Identify and explain central theories and concepts related to the study of digital cultures, and how these theories/concepts are utlised in academic debates., 3-Discuss how digital culture phenomena (e.g., fandoms, doxxing, selfies) have been studied in the humanities and social sciences, and apply one or more of these methods to independent research and analysis., 4-Assess their own participation in digitally networked communications, and critically reflect on how these practices influence aspects of everyday life (e.g., interactions, beliefs, identities, sense-making, cultural production, etc.)._x000D_
&nbsp;"
"3159"	"MDIA207"	"Faculty of Humanities & Soc Sc"	"English, Film, Theatre, Media"	"1-Identify and analyse systemic influences that intervene between the source event and the delivered news product, 2-Identify and analyse procedural influences that intervene between the source event and the delivered news product, 3-Identify and analyse economic and business influences that intervene between the source event and the delivered news product, 4-Identify and analyse political and social influences that intervene between the source event and the delivered news product and, 5-Apply theories to the analysis of news content."
"3160"	"MDIA208"	"Faculty of Humanities & Soc Sc"	"English, Film, Theatre, Media"	"1-Summarise and explain key public and academic debates about media audiences, 2-Critically analyse and evaluate academic research on media audiences, 3-Compare and contrast academic approaches used in the study of media audiences, 4-Identify the role that identity plays for media audiences"
"3161"	"MDIA209"	"Faculty of Humanities & Soc Sc"	"English, Film, Theatre, Media"	"1-Explain the role played by advertising and consumer culture in society.&nbsp;, 2-Implement analytical approaches to select aspects of advertising and consumer culture., 3-Apply analytical methods introduced in the course to analyse examples of audio-visual advertising media texts., 4-Reflect critically on the role of advertising in conveying particular ideologies and outlining cultural practices, identity and membership."
"3162"	"MDIA220"	"Faculty of Humanities & Soc Sc"	"English, Film, Theatre, Media"	"1-Critically reflect on the ways in which media are employed to shape and carry out warfare., 2-Demonstrate an understanding of the operation of power and affect in a variety of contexts, both global and local., 3-Engage with and apply theory and literature concerning the relationships between media, war and power., 4-Construct and convey an academic argument that combines media theory and analysis."
"3163"	"MDIA220"	"Faculty of Humanities & Soc Sc"	"English, Film, Theatre, Media"	"1-Critically reflect on the ways in which media are employed to shape and carry out warfare., 2-Demonstrate an understanding of the operation of power and affect in a variety of contexts, both global and local., 3-Engage with and apply theory and literature concerning the relationships between media, war and power., 4-Construct and convey an academic argument that combines media theory and analysis."
"3164"	"MDIA221"	"Faculty of Humanities & Soc Sc"	"English, Film, Theatre, Media"	"1-Identify and describe key concepts related to place, race and media, 2-Summarise and apply theory on the topics of place, race and media, 3-Construct an argument about the media&rsquo;s role in contributing to notions of place and race"
"3165"	"MDIA300"	"Faculty of Humanities & Soc Sc"	"English, Film, Theatre, Media"	""
"3166"	"MDIA301"	"Faculty of Humanities & Soc Sc"	"English, Film, Theatre, Media"	"1-Summarise and explain the claims made in scholarly texts, 2-Critique written academic work and potentially recommend ways of improving it, 3-Analyse media texts and examples, and use critical theory to construct an argument about them, 4-Write in different registers to explain and critique critical theory, 5-Demonstrate knowledge of the different historical and social contexts in which critical theory is produced and used."
"3167"	"MDIA302"	"Faculty of Humanities & Soc Sc"	"English, Film, Theatre, Media"	"1-Analyse key theoretical concepts and identify how different approaches to TV narrative are indicative of television form;, 2-Demonstrate a functional familiarity with current academic research into leading fictional and factual television genres;, 3-Have the ability to analyse and evaluate narrative structures across factual as well as fictional TV programmes;, 4-Understand and identify some of the cultural appeals (local, transnational, and universal) with which TV narratives are imbued; and, 5-Draw linkages between the narrative forms that constitute the current &lsquo;multiplatform&#39; era of television (ie. shows produced for broadcast, cable and internet networks) and the mix of cultural and institutional influences that inform and shape these."
"3168"	"MDIA303"	"Faculty of Humanities & Soc Sc"	"English, Film, Theatre, Media"	"1-Define crisis and crises in relation to communities and the challenges they must engage._x000D_
&nbsp;, 2-Discuss the ways in which media shape our understanding of crisis., 3-Explain how mediated depictions of crisis drive responses to crises, 4-Apply appropriate theoretical perspectives to issues related to society, the individual and crisis., 5-Analyse the interrelationship between media and crises in both written and oral contexts."
